Breite,Laenge,Strasse
49.3556,8.1371,Strohmarkt
49.3439,8.1372,Hambacher Straße
49.346,8.1372,Stephanstraße
49.3461,8.1372,Stephanstraße
49.3474,8.1372,Waldstraße
49.3495,8.1372,Bergstraße
49.3496,8.1372,Karolinenstraße
49.3555,8.1372,Strohmarkt
49.3556,8.1372,Strohmarkt
49.3413,8.1373,Grundwiesenweg
49.344,8.1373,Hambacher Straße
49.3441,8.1373,Hambacher Straße
49.3461,8.1373,Stephanstraße
49.3474,8.1373,Waldstraße
49.3495,8.1373,Bergstraße
49.3496,8.1373,Karolinenstraße
49.3556,8.1373,Strohmarkt
49.3412,8.1374,Grundwiesenweg
49.3413,8.1374,Grundwiesenweg
49.344,8.1374,Hambacher Straße
49.346,8.1374,Stephanstraße
49.3495,8.1374,Karolinenstraße
49.3496,8.1374,Karolinenstraße
49.3556,8.1374,Strohmarkt
49.3441,8.1375,Hambacher Straße
49.3442,8.1375,Hambacher Straße
49.3461,8.1375,Stephanstraße
49.3474,8.1375,Maxburgstraße
49.3495,8.1375,Karolinenstraße
49.3555,8.1375,Strohmarkt
49.3411,8.1376,Grundwiesenweg
49.346,8.1376,Stephanstraße
49.3474,8.1376,Maxburgstraße
49.3495,8.1376,Karolinenstraße
49.3556,8.1376,Strohmarkt
49.3411,8.1377,Grundwiesenweg
49.3442,8.1377,Hambacher Straße
49.3443,8.1377,Hambacher Straße
49.346,8.1377,Stephanstraße
49.3461,8.1377,Stephanstraße
49.3473,8.1377,Waldstraße
49.3474,8.1377,Waldstraße
49.3495,8.1377,Karolinenstraße
49.3555,8.1377,Strohmarkt
49.3556,8.1377,Strohmarkt
49.3557,8.1377,Strohmarkt
49.346,8.1378,Stephanstraße
49.3461,8.1378,Stephanstraße
49.3473,8.1378,Waldstraße
49.3474,8.1378,Waldstraße
49.3494,8.1378,Schillerstraße
49.3495,8.1378,Schillerstraße
49.3497,8.1378,Schillerstraße
49.3498,8.1378,Schillerstraße
49.341,8.1379,Grundwiesenweg
49.3411,8.1379,Erfensteinstraße
49.3443,8.1379,Hambacher Straße
49.3444,8.1379,Hambacher Straße
49.346,8.1379,Stephanstraße
49.3473,8.1379,Waldstraße
49.3494,8.1379,Schillerstraße
49.3498,8.1379,Schillerstraße
49.3555,8.1379,Strohmarkt
49.346,8.138,Stephanstraße
49.3473,8.138,Waldstraße
49.3493,8.138,Alter Viehberg
49.3499,8.138,Schillerstraße
49.35,8.138,Schillerstraße
49.3501,8.138,Landauer Straße
49.3502,8.138,Landauer Straße
49.3503,8.138,Schillerstraße
49.3556,8.138,Strohmarkt
49.3557,8.138,Strohmarkt
49.3409,8.1381,Grundwiesenweg
49.341,8.1381,Grundwiesenweg
49.3444,8.1381,Hambacher Straße
49.3445,8.1381,Hambacher Straße
49.346,8.1381,Stephanstraße
49.3473,8.1381,Waldstraße
49.3493,8.1381,Schillerstraße
49.35,8.1381,Schillerstraße
49.3501,8.1381,Schillerstraße
49.3502,8.1381,Schillerstraße
49.3503,8.1381,Schillerstraße
49.3504,8.1381,Landauer Straße
49.3505,8.1381,Landauer Straße
49.3554,8.1381,Strohmarkt
49.3408,8.1382,Grundwiesenweg
49.3441,8.1382,Hambacher Straße
49.3442,8.1382,Hambacher Straße
49.3443,8.1382,Haltweg
49.3444,8.1382,Haltweg
49.3446,8.1382,Hambacher Straße
49.3459,8.1382,Stephanstraße
49.3473,8.1382,Waldstraße
49.3493,8.1382,Schillerstraße
49.3502,8.1382,Schillerstraße
49.3506,8.1382,Landauer Straße
49.3556,8.1382,Strohmarkt
49.3557,8.1382,Strohmarkt
49.3436,8.1383,Haltweg
49.3437,8.1383,Haltweg
49.3438,8.1383,Haltweg
49.344,8.1383,Haltweg
49.3446,8.1383,Erkenbrechtstraße
49.3447,8.1383,Max-Slevogt-Straße
49.3448,8.1383,Hambacher Straße
49.3459,8.1383,Stephanstraße
49.346,8.1383,Stephanstraße
49.3492,8.1383,Schillerstraße
49.3493,8.1383,Schillerstraße
49.3505,8.1383,Schillerstraße
49.3531,8.1383,Laustergasse
49.3554,8.1383,Unbekannt
49.3557,8.1383,Strohmarkt
49.3407,8.1384,Grundwiesenweg
49.3433,8.1384,Haltweg
49.3434,8.1384,Haltweg
49.3448,8.1384,Hambacher Straße
49.3449,8.1384,Hambacher Straße
49.345,8.1384,Hambacher Straße
49.3451,8.1384,Hambacher Straße
49.3452,8.1384,Hambacher Straße
49.3459,8.1384,Stephanstraße
49.346,8.1384,Stephanstraße
49.3473,8.1384,Waldstraße
49.3492,8.1384,Schillerstraße
49.3507,8.1384,Landauer Straße
49.3528,8.1384,Laustergasse
49.3529,8.1384,Laustergasse
49.353,8.1384,Laustergasse
49.3554,8.1384,Unbekannt
49.3557,8.1384,Strohmarkt
49.3406,8.1385,Grundwiesenweg
49.3432,8.1385,Haltweg
49.3446,8.1385,Erkenbrechtstraße
49.345,8.1385,Hambacher Straße
49.3451,8.1385,Hambacher Straße
49.3452,8.1385,Hambacher Straße
49.3453,8.1385,Hambacher Straße
49.3459,8.1385,Hambacher Straße
49.3473,8.1385,Waldstraße
49.3492,8.1385,Schillerstraße
49.3505,8.1385,Bahnhofstraße
49.3508,8.1385,Gabelsbergerstraße
49.3528,8.1385,Laustergasse
49.3529,8.1385,Laustergasse
49.353,8.1385,Laustergasse
49.3555,8.1385,Friedrichstraße
49.3556,8.1385,Friedrichstraße
49.3557,8.1385,Maximilianstraße
49.3406,8.1386,Grundwiesenweg
49.343,8.1386,Haltweg
49.3446,8.1386,Erkenbrechtstraße
49.3453,8.1386,Hambacher Straße
49.3454,8.1386,Hambacher Straße
49.3459,8.1386,Hambacher Straße
49.346,8.1386,Hambacher Straße
49.3473,8.1386,Waldstraße
49.3492,8.1386,Schillerstraße
49.3529,8.1386,Laustergasse
49.3557,8.1386,Maximilianstraße
49.3405,8.1387,Grundwiesenweg
49.3429,8.1387,Haltweg
49.3445,8.1387,Erkenbrechtstraße
49.3453,8.1387,Lochackerweg
49.3454,8.1387,Hambacher Straße
49.3455,8.1387,Hambacher Straße
49.3456,8.1387,Hambacher Straße
49.3457,8.1387,Hambacher Straße
49.3458,8.1387,Hambacher Straße
49.3459,8.1387,Stephanstraße
49.346,8.1387,Hambacher Straße
49.3492,8.1387,Schillerstraße
49.3505,8.1387,Bahnhofstraße
49.3509,8.1387,Landauer Straße
49.3529,8.1387,Kellereistraße
49.353,8.1387,Laustergasse
49.3531,8.1387,Laustergasse
49.3532,8.1387,Kellereistraße
49.3556,8.1387,Strohmarkt
49.3405,8.1388,Grundwiesenweg
49.3445,8.1388,Erkenbrechtstraße
49.3446,8.1388,Erkenbrechtstraße
49.3452,8.1388,Hambacher Straße
49.3456,8.1388,Hambacher Straße
49.3458,8.1388,Hambacher Straße
49.3459,8.1388,Stephanstraße
49.3472,8.1388,Waldstraße
49.3473,8.1388,Waldstraße
49.3492,8.1388,Schillerstraße
49.351,8.1388,Landauer Straße
49.3532,8.1388,Kellereistraße
49.3533,8.1388,Laustergasse
49.3556,8.1388,Strohmarkt
49.3557,8.1388,Maximilianstraße
49.3404,8.1389,Grundwiesenweg
49.3426,8.1389,Dr.-Siebenpfeiffer-Straße
49.3427,8.1389,Haltweg
49.3445,8.1389,Erkenbrechtstraße
49.3473,8.1389,Alter Viehberg
49.3491,8.1389,Schillerstraße
49.3534,8.1389,Laustergasse
49.3557,8.1389,Maximilianstraße
49.3403,8.139,Grundwiesenweg
49.3426,8.139,Haltweg
49.3445,8.139,Erkenbrechtstraße
49.3452,8.139,Lochackerweg
49.3472,8.139,Waldstraße
49.3473,8.139,Alter Viehberg
49.3505,8.139,Bahnhofstraße
49.3511,8.139,Landauer Straße
49.3534,8.139,Laustergasse
49.3556,8.139,Maximilianstraße
49.3402,8.1391,Grundwiesenweg
49.3403,8.1391,Grundwiesenweg
49.3426,8.1391,Haltweg
49.3473,8.1391,Pfalzgrafenstraße
49.3491,8.1391,Schillerstraße
49.3535,8.1391,Laustergasse
49.3556,8.1391,Maximilianstraße
49.3557,8.1391,Maximilianstraße
49.3402,8.1392,Grundwiesenweg
49.3426,8.1392,Haltweg
49.3445,8.1392,Erkenbrechtstraße
49.3452,8.1392,Lochackerweg
49.3474,8.1392,Pfalzgrafenstraße
49.3475,8.1392,Pfalzgrafenstraße
49.3491,8.1392,Schillerstraße
49.3505,8.1392,Bahnhofstraße
49.3512,8.1392,Landauer Straße
49.3535,8.1392,Laustergasse
49.3557,8.1392,Maximilianstraße
49.3401,8.1393,Grundwiesenweg
49.3475,8.1393,Pfalzgrafenstraße
49.3491,8.1393,Schillerstraße
49.3505,8.1393,Bahnhofstraße
49.3556,8.1393,Maximilianstraße
49.3401,8.1394,Grundwiesenweg
49.3445,8.1394,Erkenbrechtstraße
49.3452,8.1394,Lochackerweg
49.3491,8.1394,Schillerstraße
49.3505,8.1394,Bahnhofstraße
49.3512,8.1394,Landauer Straße
49.3535,8.1394,Laustergasse
49.3536,8.1394,Friedrichstraße
49.3555,8.1394,Maximilianstraße
49.3557,8.1394,Maximilianstraße
49.3426,8.1395,Haltweg
49.3476,8.1395,Pfalzgrafenstraße
49.3491,8.1395,Schillerstraße
49.3505,8.1395,Bahnhofstraße
49.3535,8.1395,Konrad-Adenauer-Straße
49.3555,8.1395,Maximilianstraße
49.3556,8.1395,Maximilianstraße
49.3445,8.1396,Erkenbrechtstraße
49.3452,8.1396,Lochackerweg
49.3491,8.1396,Schillerstraße
49.3505,8.1396,Bahnhofstraße
49.3512,8.1396,Landauer Straße
49.3535,8.1396,Konrad-Adenauer-Straße
49.3555,8.1396,Maximilianstraße
49.3556,8.1396,Maximilianstraße
49.34,8.1397,Unbekannt
49.3401,8.1397,Grundwiesenweg
49.3426,8.1397,Haltweg
49.3477,8.1397,Pfalzgrafenstraße
49.3491,8.1397,Schillerstraße
49.3535,8.1397,Konrad-Adenauer-Straße
49.3556,8.1397,Maximilianstraße
49.3401,8.1398,Grundwiesenweg
49.3445,8.1398,Erkenbrechtstraße
49.3452,8.1398,Lochackerweg
49.3477,8.1398,Pfalzgrafenstraße
49.3491,8.1398,Schillerstraße
49.3505,8.1398,Bahnhofstraße
49.3512,8.1398,Landauer Straße
49.3555,8.1398,Maximilianstraße
49.3556,8.1398,Maximilianstraße
49.3401,8.1399,Grundwiesenweg
49.3426,8.1399,Haltweg
49.3445,8.1399,Hans-Geiger-Straße
49.3452,8.1399,Lochackerweg
49.3477,8.1399,Pfalzgrafenstraße
49.3491,8.1399,Schillerstraße
49.3512,8.1399,Landauer Straße
49.3535,8.1399,Konrad-Adenauer-Straße
49.3555,8.1399,Maximilianstraße
49.3556,8.1399,Maximilianstraße
49.3445,8.14,Erkenbrechtstraße
49.3491,8.14,Schillerstraße
49.3505,8.14,Bahnhofstraße
49.3512,8.14,Landauer Straße
49.3555,8.14,Maximilianstraße
49.3556,8.14,Maximilianstraße
49.3426,8.1401,Haltweg
49.3444,8.1401,Erkenbrechtstraße
49.3445,8.1401,Hans-Geiger-Straße
49.3452,8.1401,Hans-Geiger-Straße
49.3477,8.1401,Pfalzgrafenstraße
49.3491,8.1401,Schillerstraße
49.3505,8.1401,Bahnhofstraße
49.3512,8.1401,Landauer Straße
49.3535,8.1401,Konrad-Adenauer-Straße
49.3554,8.1401,Maximilianstraße
49.3401,8.1402,Grundwiesenweg
49.3445,8.1402,Hans-Geiger-Straße
49.3477,8.1402,Pfalzgrafenstraße
49.3491,8.1402,Schillerstraße
49.3511,8.1402,Landauer Straße
49.3535,8.1402,Konrad-Adenauer-Straße
49.3555,8.1402,Maximilianstraße
49.3556,8.1402,Maximilianstraße
49.3426,8.1403,Haltweg
49.3445,8.1403,Erkenbrechtstraße
49.3452,8.1403,Hans-Geiger-Straße
49.3477,8.1403,Pfalzgrafenstraße
49.3491,8.1403,Schillerstraße
49.3492,8.1403,Schillerstraße
49.3505,8.1403,Bahnhofstraße
49.3511,8.1403,Landauer Straße
49.3535,8.1403,Konrad-Adenauer-Straße
49.3554,8.1403,Maximilianstraße
49.3555,8.1403,Maximilianstraße
49.3444,8.1404,Erkenbrechtstraße
49.3445,8.1404,Erkenbrechtstraße
49.3452,8.1404,Hans-Geiger-Straße
49.3453,8.1404,Hans-Geiger-Straße
49.3454,8.1404,Hans-Geiger-Straße
49.3455,8.1404,Hans-Geiger-Straße
49.3478,8.1404,Pfalzgrafenstraße
49.3492,8.1404,Schillerstraße
49.3505,8.1404,Bahnhofstraße
49.3533,8.1404,Exterstraße
49.3535,8.1404,Konrad-Adenauer-Straße
49.3536,8.1404,Konrad-Adenauer-Straße
49.3537,8.1404,Konrad-Adenauer-Straße
49.3556,8.1404,Maximilianstraße
49.3402,8.1405,Grundwiesenweg
49.3456,8.1405,Hans-Geiger-Straße
49.3458,8.1405,Hans-Geiger-Straße
49.3459,8.1405,Hans-Geiger-Straße
49.3461,8.1405,Hans-Geiger-Straße
49.3462,8.1405,Hans-Geiger-Straße
49.3463,8.1405,Hans-Geiger-Straße
49.3492,8.1405,Schillerstraße
49.3511,8.1405,Landauer Straße
49.3528,8.1405,Exterstraße
49.3529,8.1405,Exterstraße
49.3531,8.1405,Exterstraße
49.3535,8.1405,Konrad-Adenauer-Straße
49.3536,8.1405,Konrad-Adenauer-Straße
49.3539,8.1405,Exterstraße
49.354,8.1405,Exterstraße
49.3554,8.1405,Maximilianstraße
49.3403,8.1406,Grundwiesenweg
49.3404,8.1406,Grundwiesenweg
49.3426,8.1406,Haltweg
49.3444,8.1406,Erkenbrechtstraße
49.3445,8.1406,Erkenbrechtstraße
49.3464,8.1406,Hans-Geiger-Straße
49.3465,8.1406,Hans-Geiger-Straße
49.3466,8.1406,Hans-Geiger-Straße
49.3467,8.1406,Kiesstraße
49.3468,8.1406,Kiesstraße
49.3478,8.1406,Pfalzgrafenstraße
49.3492,8.1406,Schillerstraße
49.3505,8.1406,Bahnhofstraße
49.3522,8.1406,Alter Turnplatz
49.3527,8.1406,Exterstraße
49.3529,8.1406,Exterstraße
49.353,8.1406,Exterstraße
49.3531,8.1406,Exterstraße
49.3532,8.1406,Exterstraße
49.3533,8.1406,Exterstraße
49.3536,8.1406,Exterstraße
49.3537,8.1406,Exterstraße
49.3538,8.1406,Exterstraße
49.3542,8.1406,Exterstraße
49.3554,8.1406,Maximilianstraße
49.3555,8.1406,Maximilianstraße
49.3556,8.1406,Maximilianstraße
49.3405,8.1407,Grundwiesenweg
49.3444,8.1407,Erkenbrechtstraße
49.3445,8.1407,Erkenbrechtstraße
49.3469,8.1407,Kiesstraße
49.3478,8.1407,Pfalzgrafenstraße
49.3492,8.1407,Schillerstraße
49.3505,8.1407,Bahnhofstraße
49.351,8.1407,Landauer Straße
49.3518,8.1407,Hetzelgalerie
49.3519,8.1407,Hetzelgalerie
49.3523,8.1407,Exterstraße
49.3524,8.1407,Exterstraße
49.3525,8.1407,Exterstraße
49.3526,8.1407,Heinestraße
49.3527,8.1407,Exterstraße
49.3528,8.1407,Exterstraße
49.3534,8.1407,Konrad-Adenauer-Straße
49.3536,8.1407,Exterstraße
49.3537,8.1407,Exterstraße
49.3538,8.1407,Exterstraße
49.354,8.1407,Exterstraße
49.3541,8.1407,Exterstraße
49.3543,8.1407,Exterstraße
49.3545,8.1407,Exterstraße
49.3554,8.1407,Maximilianstraße
49.3406,8.1408,Grundwiesenweg
49.3426,8.1408,Haltweg
49.3444,8.1408,Erkenbrechtstraße
49.3471,8.1408,Hans-Geiger-Straße
49.3472,8.1408,Hans-Geiger-Straße
49.3492,8.1408,Schillerstraße
49.3505,8.1408,Bahnhofstraße
49.3506,8.1408,Bahnhofstraße
49.3512,8.1408,Exterstraße
49.3518,8.1408,Exterstraße
49.352,8.1408,Exterstraße
49.3521,8.1408,Exterstraße
49.3522,8.1408,Hindenburgstraße
49.3523,8.1408,Hindenburgstraße
49.3524,8.1408,Heinestraße
49.3525,8.1408,Heinestraße
49.3526,8.1408,Heinestraße
49.3541,8.1408,Exterstraße
49.3543,8.1408,Exterstraße
49.3546,8.1408,Exterstraße
49.3554,8.1408,Maximilianstraße
49.3444,8.1409,Erkenbrechtstraße
49.3445,8.1409,Erkenbrechtstraße
49.3473,8.1409,Hans-Geiger-Straße
49.3474,8.1409,Hans-Geiger-Straße
49.3478,8.1409,Pfalzgrafenstraße
49.3492,8.1409,Schillerstraße
49.3508,8.1409,Bahnhofstraße
49.3509,8.1409,Bahnhofstraße
49.351,8.1409,Exterstraße
49.3515,8.1409,Exterstraße
49.3516,8.1409,Exterstraße
49.3517,8.1409,Exterstraße
49.3518,8.1409,Exterstraße
49.3519,8.1409,Exterstraße
49.352,8.1409,Hindenburgstraße
49.3544,8.1409,Exterstraße
49.3545,8.1409,Exterstraße
49.3546,8.1409,Exterstraße
49.3547,8.1409,Exterstraße
49.3549,8.1409,Wallgasse
49.355,8.1409,Wallgasse
49.3551,8.1409,Wallgasse
49.3552,8.1409,Wallgasse
49.3553,8.1409,Wallgasse
49.3554,8.1409,Wallgasse
49.3556,8.1409,Maximilianstraße
49.3426,8.141,Haltweg
49.3444,8.141,Erkenbrechtstraße
49.3475,8.141,Hans-Geiger-Straße
49.3476,8.141,Pfalzgrafenstraße
49.3477,8.141,Pfalzgrafenstraße
49.3478,8.141,Pfalzgrafenstraße
49.3492,8.141,Schillerstraße
49.3511,8.141,Exterstraße
49.3512,8.141,Exterstraße
49.3513,8.141,Exterstraße
49.3514,8.141,Von-Hartmann-Straße
49.3515,8.141,Exterstraße
49.3534,8.141,Konrad-Adenauer-Straße
49.3536,8.141,Konrad-Adenauer-Straße
49.3548,8.141,Exterstraße
49.3549,8.141,Exterstraße
49.355,8.141,Exterstraße
49.3551,8.141,Exterstraße
49.3552,8.141,Exterstraße
49.3553,8.141,Exterstraße
49.3555,8.141,Maximilianstraße
49.3444,8.1411,Erkenbrechtstraße
49.3477,8.1411,Hans-Geiger-Straße
49.3492,8.1411,Schillerstraße
49.351,8.1411,Exterstraße
49.3511,8.1411,Exterstraße
49.3551,8.1411,Exterstraße
49.3552,8.1411,Exterstraße
49.3553,8.1411,Exterstraße
49.3554,8.1411,Maximilianstraße
49.3555,8.1411,Maximilianstraße
49.3408,8.1412,Grundwiesenweg
49.3444,8.1412,Erkenbrechtstraße
49.3478,8.1412,Pfalzgrafenstraße
49.3492,8.1412,Schillerstraße
49.3509,8.1412,Exterstraße
49.351,8.1412,Exterstraße
49.3511,8.1412,Exterstraße
49.3534,8.1412,Konrad-Adenauer-Straße
49.3535,8.1412,Konrad-Adenauer-Straße
49.3555,8.1412,Maximilianstraße
49.3409,8.1413,Grundwiesenweg
49.3425,8.1413,Weinbergstraße
49.3444,8.1413,Erkenbrechtstraße
49.3492,8.1413,Schillerstraße
49.3493,8.1413,Schillerstraße
49.3508,8.1413,Landauer Straße
49.3509,8.1413,Landauer Straße
49.3535,8.1413,Konrad-Adenauer-Straße
49.3554,8.1413,Maximilianstraße
49.3555,8.1413,Maximilianstraße
49.3425,8.1414,Weinbergstraße
49.3444,8.1414,Erkenbrechtstraße
49.3478,8.1414,Pfalzgrafenstraße
49.3492,8.1414,Schillerstraße
49.3493,8.1414,Schillerstraße
49.3508,8.1414,Landauer Straße
49.3509,8.1414,Landauer Straße
49.3534,8.1414,Konrad-Adenauer-Straße
49.3535,8.1414,Konrad-Adenauer-Straße
49.3555,8.1414,Maximilianstraße
49.3409,8.1415,Dr.-Siebenpfeiffer-Straße
49.3425,8.1415,Weinbergstraße
49.3443,8.1415,Erkenbrechtstraße
49.3444,8.1415,Erkenbrechtstraße
49.3493,8.1415,Schillerstraße
49.3508,8.1415,Landauer Straße
49.351,8.1415,Landauer Straße
49.3535,8.1415,Konrad-Adenauer-Straße
49.3536,8.1415,Konrad-Adenauer-Straße
49.3554,8.1415,Maximilianstraße
49.3555,8.1415,Maximilianstraße
49.3408,8.1416,Dr.-Siebenpfeiffer-Straße
49.3443,8.1416,Erkenbrechtstraße
49.3444,8.1416,Erkenbrechtstraße
49.3492,8.1416,Schillerstraße
49.3493,8.1416,Schillerstraße
49.3508,8.1416,Hohenzollernstraße
49.3535,8.1416,Konrad-Adenauer-Straße
49.3536,8.1416,Konrad-Adenauer-Straße
49.3554,8.1416,Maximilianstraße
49.3555,8.1416,Maximilianstraße
49.3407,8.1417,Dr.-Siebenpfeiffer-Straße
49.3408,8.1417,Dr.-Siebenpfeiffer-Straße
49.3425,8.1417,Weinbergstraße
49.3443,8.1417,Walter-Bruch-Straße
49.3444,8.1417,Walter-Bruch-Straße
49.3445,8.1417,Walter-Bruch-Straße
49.3446,8.1417,Walter-Bruch-Straße
49.3447,8.1417,Walter-Bruch-Straße
49.3477,8.1417,Pfalzgrafenstraße
49.3492,8.1417,Schillerstraße
49.3493,8.1417,Schillerstraße
49.3507,8.1417,Landauer Straße
49.3535,8.1417,Hohenzollernstraße
49.3555,8.1417,Maximilianstraße
49.3444,8.1418,Erkenbrechtstraße
49.3446,8.1418,Walter-Bruch-Straße
49.3447,8.1418,Walter-Bruch-Straße
49.3448,8.1418,Walter-Bruch-Straße
49.3449,8.1418,Walter-Bruch-Straße
49.345,8.1418,Walter-Bruch-Straße
49.3451,8.1418,Walter-Bruch-Straße
49.3452,8.1418,Walter-Bruch-Straße
49.3453,8.1418,Walter-Bruch-Straße
49.3492,8.1418,Schillerstraße
49.3508,8.1418,Hohenzollernstraße
49.3509,8.1418,Hohenzollernstraße
49.3535,8.1418,Konrad-Adenauer-Straße
49.3536,8.1418,Konrad-Adenauer-Straße
49.3554,8.1418,Maximilianstraße
49.3407,8.1419,Dr.-Siebenpfeiffer-Straße
49.3424,8.1419,Weinbergstraße
49.3443,8.1419,Erkenbrechtstraße
49.3444,8.1419,Erkenbrechtstraße
49.3452,8.1419,Walter-Bruch-Straße
49.3453,8.1419,Walter-Bruch-Straße
49.3455,8.1419,Walter-Bruch-Straße
49.3456,8.1419,Walter-Bruch-Straße
49.3458,8.1419,Walter-Bruch-Straße
49.3459,8.1419,Walter-Bruch-Straße
49.3477,8.1419,Pfalzgrafenstraße
49.3492,8.1419,Schillerstraße
49.3493,8.1419,Schillerstraße
49.3506,8.1419,Landauer Straße
49.3507,8.1419,Hohenzollernstraße
49.3535,8.1419,Konrad-Adenauer-Straße
49.3555,8.1419,Maximilianstraße
49.3406,8.142,Dr.-Siebenpfeiffer-Straße
49.3443,8.142,Erkenbrechtstraße
49.3444,8.142,Erkenbrechtstraße
49.3456,8.142,Walter-Bruch-Straße
49.3457,8.142,Walter-Bruch-Straße
49.3458,8.142,Walter-Bruch-Straße
49.3459,8.142,Walter-Bruch-Straße
49.346,8.142,Walter-Bruch-Straße
49.3461,8.142,Walter-Bruch-Straße
49.3492,8.142,Schillerstraße
49.3508,8.142,Hohenzollernstraße
49.3535,8.142,Konrad-Adenauer-Straße
49.3554,8.142,Maximilianstraße
49.3405,8.1421,Dr.-Siebenpfeiffer-Straße
49.3406,8.1421,Dr.-Siebenpfeiffer-Straße
49.3424,8.1421,Weinbergstraße
49.3461,8.1421,Walter-Bruch-Straße
49.3462,8.1421,Kiesstraße
49.3491,8.1421,Schillerstraße
49.3492,8.1421,Alban-Haas-Straße
49.3506,8.1421,Landauer Straße
49.3536,8.1421,Konrad-Adenauer-Straße
49.3554,8.1421,Maximilianstraße
49.3555,8.1421,Maximilianstraße
49.3425,8.1422,Weinbergstraße
49.3443,8.1422,Erkenbrechtstraße
49.3444,8.1422,Erkenbrechtstraße
49.3461,8.1422,Kiesstraße
49.3491,8.1422,Schillerstraße
49.3492,8.1422,Alban-Haas-Straße
49.3506,8.1422,Landauer Straße
49.3507,8.1422,Hohenzollernstraße
49.3535,8.1422,Konrad-Adenauer-Straße
49.3555,8.1422,Maximilianstraße
49.3405,8.1423,Dr.-Siebenpfeiffer-Straße
49.3425,8.1423,Weinbergstraße
49.3426,8.1423,Weinbergstraße
49.3427,8.1423,Weinbergstraße
49.3428,8.1423,Weinbergstraße
49.3429,8.1423,Weinbergstraße
49.3443,8.1423,Erkenbrechtstraße
49.3461,8.1423,Kiesstraße
49.3475,8.1423,Pfalzgrafenstraße
49.3491,8.1423,Schillerstraße
49.3492,8.1423,Alban-Haas-Straße
49.3506,8.1423,Landauer Straße
49.3535,8.1423,Konrad-Adenauer-Straße
49.3555,8.1423,Maximilianstraße
49.3405,8.1424,Dr.-Siebenpfeiffer-Straße
49.343,8.1424,Weinbergstraße
49.3443,8.1424,Erkenbrechtstraße
49.3461,8.1424,Kiesstraße
49.349,8.1424,Schillerstraße
49.3506,8.1424,Landauer Straße
49.3535,8.1424,Konrad-Adenauer-Straße
49.3554,8.1424,Maximilianstraße
49.3555,8.1424,Maximilianstraße
49.3405,8.1425,Dr.-Siebenpfeiffer-Straße
49.3431,8.1425,Weinbergstraße
49.3433,8.1425,Weinbergstraße
49.3443,8.1425,Erkenbrechtstraße
49.3475,8.1425,Pfalzgrafenstraße
49.349,8.1425,Schillerstraße
49.3506,8.1425,Landauer Straße
49.3535,8.1425,Konrad-Adenauer-Straße
49.3536,8.1425,Konrad-Adenauer-Straße
49.3554,8.1425,Maximilianstraße
49.3405,8.1426,Dr.-Siebenpfeiffer-Straße
49.3434,8.1426,Weinbergstraße
49.3436,8.1426,Weinbergstraße
49.3442,8.1426,Erkenbrechtstraße
49.3443,8.1426,Erkenbrechtstraße
49.3461,8.1426,Kiesstraße
49.349,8.1426,Schillerstraße
49.3492,8.1426,Alban-Haas-Straße
49.3505,8.1426,Landauer Straße
49.3535,8.1426,Konrad-Adenauer-Straße
49.3555,8.1426,Maximilianstraße
49.3556,8.1426,Maximilianstraße
49.3405,8.1427,Dr.-Siebenpfeiffer-Straße
49.3406,8.1427,Maconring
49.3438,8.1427,Weinbergstraße
49.3439,8.1427,Weinbergstraße
49.344,8.1427,Weinbergstraße
49.3441,8.1427,Weinbergstraße
49.3443,8.1427,Weinbergstraße
49.346,8.1427,Kiesstraße
49.349,8.1427,Schillerstraße
49.3505,8.1427,Landauer Straße
49.3535,8.1427,Konrad-Adenauer-Straße
49.3556,8.1427,Maximilianstraße
49.3406,8.1428,Maconring
49.3442,8.1428,Erkenbrechtstraße
49.3443,8.1428,Weinbergstraße
49.3444,8.1428,Weinbergstraße
49.346,8.1428,Kiesstraße
49.3474,8.1428,Pfalzgrafenstraße
49.3489,8.1428,Schillerstraße
49.3492,8.1428,Alban-Haas-Straße
49.3504,8.1428,Landauer Straße
49.3535,8.1428,Konrad-Adenauer-Straße
49.3536,8.1428,Konrad-Adenauer-Straße
49.3555,8.1428,Maximilianstraße
49.3556,8.1428,Maximilianstraße
49.3443,8.1429,Weinbergstraße
49.3444,8.1429,Weinbergstraße
49.3445,8.1429,Weinbergstraße
49.346,8.1429,Kiesstraße
49.3489,8.1429,Schillerstraße
49.3504,8.1429,Moltkestraße
49.3505,8.1429,Landauer Straße
49.3535,8.1429,Konrad-Adenauer-Straße
49.3556,8.1429,Maximilianstraße
49.3405,8.143,Dr.-Siebenpfeiffer-Straße
49.3406,8.143,Maconring
49.3444,8.143,Weinbergstraße
49.3445,8.143,Weinbergstraße
49.3446,8.143,Weinbergstraße
49.346,8.143,Kiesstraße
49.3474,8.143,Pfalzgrafenstraße
49.3489,8.143,Schillerstraße
49.3504,8.143,Landauer Straße
49.3535,8.143,Konrad-Adenauer-Straße
49.3405,8.1431,Dr.-Siebenpfeiffer-Straße
49.3446,8.1431,Weinbergstraße
49.3447,8.1431,Weinbergstraße
49.3448,8.1431,Weinbergstraße
49.3449,8.1431,Weinbergstraße
49.3459,8.1431,Kiesstraße
49.346,8.1431,Kiesstraße
49.3489,8.1431,Alban-Haas-Straße
49.3492,8.1431,Alban-Haas-Straße
49.3501,8.1431,Landauer Straße
49.3502,8.1431,Landauer Straße
49.3503,8.1431,Landauer Straße
